vehicle	group	manufacturer	model	division	powertrain	status	thumbnail
2293	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2294	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2295	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2296	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2297	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2298	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Contingency	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2299	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2300	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2301	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2302	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2303	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2304	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2305	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2306	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2307	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2308	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2309	2201-2318	New Flyer	1998 D40LF	Powell	ISC-D863.3	Contingency	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2310	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2311	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2312	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2313	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2314	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2315	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2316	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2317	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2318	2201-2318	New Flyer	1998 D40LF	N/A	ISC-D863.3	Retired	"https://cptdb.ca/wiki/images/thumb/f/f9/TriMet_2246-a.jpg/800px-TriMet_2246-a.jpg"	11 July 2018
2501	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2502	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2503	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2504	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2505	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2506	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2507	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2508	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2509	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2510	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2511	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
2512	2501-2560	New Flyer	2001 D40LF	Powell	ISC-D863.3	Active	"https://cptdb.ca/wiki/images/0/08/TriMet_2511-a.jpg"	11 July 2018
